license_nbr,lic_status,business_name,business_name2,building,street_name,city,state,zip,swc_type,swc_sq_ft,swc_tables,swc_chairs,dohmh,lat,long,community_district,city_council_district,cd_url,app_id,app_swc_type,app_sq_ft,app_tables,app_chairs,app_status,app_status_date,expiration_date,app_too_date,submit_date,intake,intake_dd,dpqa,send_package_dd,cp,cp_dd,cb,cb_dd,hearing,hearing_dd,hearing_public,hearing_public_dd,cc,cc_dd,moo,moo_dd,issuance,issuance_dd,borough
1383186-DCA,Inactive,"CHERRY LANE, INC.",THE RANDOLPH AT BROOME,349,BROOME ST,NEW YORK,NY,10013,Unenclosed,149,7,16,41022886,40.71952524157552,-73.99495670303277,102,1,http://www.nyc.gov/manhattancb2,27928-2019-RSWC,Unenclosed,149,7,16,Pending Review,2020-06-11T00:00:00Z,2020-09-11T00:00:00Z,2020-09-11T00:00:00Z,2019-09-26T00:00:00Z,Ready For Review,2019-09-26T00:00:00Z,Issued Temp Op Letter,2019-09-26T00:00:00Z,Pending Review,2019-09-26T00:00:00Z,Pending Review,2019-09-26T00:00:00Z,Pending Review,NA,SWC Public Hearing,2019-11-13T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2019224-DCA,Active,INNOVATION KITCHENS LLC,DOMINIQUE ANSEL KITCHEN,137,7TH AVE S,NEW YORK,NY,10014,Unenclosed,405,5,24,50033715,40.73479715899679,-74.00203149282102,102,3,http://www.nyc.gov/manhattancb2,33599-2019-RSWC,Unenclosed,405,5,24,Application Review Completed,2019-12-26T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-11-25T00:00:00Z,Ready For Review,2019-11-25T00:00:00Z,Approved,NA,Proceed,2019-12-26T00:00:00Z,Review Period Expired,2019-12-26T00:00:00Z,Waived,2019-12-26T00:00:00Z,NA,NA,Approved,2019-12-26T00:00:00Z,Approved,2019-12-26T00:00:00Z,Issued,2019-12-26T00:00:00Z,Manhattan
1453505-DCA,Active,92ND AND 3RD REST CORP.,3RD AVE ALE HOUSE,1644,3RD AVE,NEW YORK,NY,10128,Unenclosed,468,35,70,41697314,40.78285832993135,-73.95128841806576,108,5,http://www.cb8m.com/,16303-2019-RSWC,Unenclosed,468,35,70,Application Review Completed,2019-08-08T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-02T00:00:00Z,Ready For Review,2019-04-01T00:00:00Z,Approved,2019-04-02T00:00:00Z,NA,NA,Recommend Approval,2019-05-30T00:00:00Z,Waived,2019-05-30T00:00:00Z,NA,NA,Review Period Expired,2019-06-20T00:00:00Z,Approved,2019-08-08T00:00:00Z,Issued,2019-08-08T00:00:00Z,Manhattan
1440433-DCA,Inactive,MS RESTAURANT CORP.,AGNANTI,1906,DITMARS BLVD,ASTORIA,NY,11105,Enclosed,221,11,22,40954215,40.78098390044382,-73.9178461957974,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,5269-2020-RSWC,Enclosed,221,11,22,Pending Review,2020-04-29T00:00:00Z,2020-05-15T00:00:00Z,NA,2020-04-23T00:00:00Z,Ready For Review,2020-04-29T00:00:00Z,Under Review,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Queens
1318210-DCA,Active,WATAWA INC.,WATAWA JAPANESE REST,3310,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,252,10,26,41395934,40.77495844582822,-73.9095097331016,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,32368-2018-RSWC,Unenclosed,252,10,26,Application Review Completed,2019-05-02T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-17T00:00:00Z,Ready For Review,2018-12-17T00:00:00Z,Approved,2018-12-17T00:00:00Z,NA,NA,Recommend Approval,2019-02-06T00:00:00Z,Waived,2019-02-06T00:00:00Z,NA,NA,Review Period Expired,2019-02-27T00:00:00Z,NA,NA,Issued,2019-05-02T00:00:00Z,Queens
2075392-DCA,Active,MAMACHA LLC,MAMACHA,312,BOWERY,NEW YORK,NY,10012,Unenclosed,111,9,18,50075697,40.725085987974374,-73.99249936388594,102,1,http://www.nyc.gov/manhattancb2,9123-2018-ASWC,Unenclosed,111,9,18,Application Review Completed,2018-11-09T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-04-27T00:00:00Z,Ready For Review,2018-04-27T00:00:00Z,Approved,2018-04-27T00:00:00Z,NA,NA,Recommend Approval,2018-07-11T00:00:00Z,Recommendation Issued,2018-07-11T00:00:00Z,SWC Public Hearing,2018-06-13T00:00:00Z,Review Period Expired,2018-08-01T00:00:00Z,NA,NA,Issued,2018-11-09T00:00:00Z,Manhattan
2051463-DCA,Inactive,AROKA HOSPITALITY LLC,AROQA,206,9TH AVE,NEW YORK,NY,10011,Unenclosed,150,6,12,50060498,40.746034180943994,-74.00137861660862,104,3,http://www.nyc.gov/mcb4,26024-2019-RSWC,Unenclosed,150,6,12,Pending Review,2020-02-25T00:00:00Z,2020-03-25T00:00:00Z,2020-03-25T00:00:00Z,2019-08-27T00:00:00Z,Ready For Review,2019-08-27T00:00:00Z,Issued Temp Op Letter,2019-08-28T00:00:00Z,Pending Review,2019-08-28T00:00:00Z,Review Period Expired,2020-01-14T00:00:00Z,Waived,2020-01-14T00:00:00Z,NA,NA,Review Period Expired,2020-02-04T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
2089507-DCA,Active,TIKI CHICKI LLC,NA,517,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,270,16,32,50093277,40.78674980900641,-73.97545500656912,107,6,http://www.nyc.gov/mcb7,6363-2019-ASWC,Unenclosed,270,16,32,Application Review Completed,2019-10-23T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-30T00:00:00Z,Ready For Review,2019-05-31T00:00:00Z,Approved,2019-05-31T00:00:00Z,NA,NA,Recommend Approval,2019-07-12T00:00:00Z,Recommendation On Hold,2019-07-24T00:00:00Z,SWC Public Hearing,2019-07-17T00:00:00Z,Review Period Expired,2019-09-16T00:00:00Z,Approved,2019-10-23T00:00:00Z,Issued,2019-10-23T00:00:00Z,Manhattan
1458966-DCA,Inactive,"PLAN A GROUP, LLC",FORGTMENOT,138,DIVISION ST,NEW YORK,NY,10002,Unenclosed,134,4,16,41665625,40.714565261424916,-73.99156627261986,103,1,http://www.nyc.gov/manhattancb3,26326-2019-RSWC,Unenclosed,134,4,16,Pending Review,2020-03-03T00:00:00Z,2020-04-11T00:00:00Z,2020-04-11T00:00:00Z,2019-09-09T00:00:00Z,Ready For Review,2019-09-09T00:00:00Z,Issued Temp Op Letter,2019-09-09T00:00:00Z,Pending Review,2019-09-09T00:00:00Z,Review Period Expired,2019-10-29T00:00:00Z,Waived,2019-10-29T00:00:00Z,NA,NA,Review Period Expired,2019-11-19T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
2045882-DCA,Inactive,75TH & 3RD CORP.,BISTRO LE STEAK,1309,3RD AVE,NEW YORK,NY,10021,Enclosed,504,13,41,41004673,40.771465226372754,-73.9591203207384,108,4,http://www.cb8m.com/,21849-2019-RSWC,Enclosed,504,13,41,Pending Review,2020-01-24T00:00:00Z,2020-04-18T00:00:00Z,2020-04-18T00:00:00Z,2019-06-10T00:00:00Z,Ready For Review,2019-06-10T00:00:00Z,Issued Temp Op Letter,2019-06-13T00:00:00Z,Pending Review,2019-06-13T00:00:00Z,Pending Review,2019-06-13T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1249567-DCA,Active,BANCONE LLC,PETRARCA,34,WHITE ST,NEW YORK,NY,10013,Unenclosed,369,10,30,41090957,40.718896710541664,-74.00459231508847,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,13992-2019-RSWC,Unenclosed,369,10,30,Application Review Completed,2019-08-28T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-13T00:00:00Z,Ready For Review,2019-03-13T00:00:00Z,Approved,2019-03-14T00:00:00Z,NA,NA,Recommend Approval,2019-04-19T00:00:00Z,Waived,2019-04-30T00:00:00Z,NA,NA,Review Period Expired,2019-05-21T00:00:00Z,Approved,2019-08-28T00:00:00Z,Issued,2019-08-28T00:00:00Z,Manhattan
1252836-DCA,Inactive,RIZ BAGEL INC.,NA,5720,WOODSIDE AVE,WOODSIDE,NY,11377,Enclosed,306,8,23,41253988,40.745576668175794,-73.90696565399676,402,26,http://www.cb2queens.org/,19989-2019-RSWC,Enclosed,306,8,23,Pending Review,2019-06-25T00:00:00Z,2019-09-16T00:00:00Z,2019-09-16T00:00:00Z,2019-05-16T00:00:00Z,Ready For Review,2019-05-16T00:00:00Z,Issued Temp Op Letter,NA,Pending Review,2019-05-16T00:00:00Z,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Queens
2080663-DCA,Inactive,CHARLEY ST. INC,CHARLEY ST.,41,KENMARE ST,NEW YORK,NY,10012,Unenclosed,95,4,8,NA,40.72096625922117,-73.9954147574814,102,1,http://www.nyc.gov/manhattancb2,15024-2018-ASWC,Unenclosed,95,4,8,Application Review Completed,2019-05-17T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-07T00:00:00Z,Ready For Review,2018-10-11T00:00:00Z,Approved,2018-10-11T00:00:00Z,NA,NA,Recommend Approval,2018-12-13T00:00:00Z,Recommendation Issued,2018-12-13T00:00:00Z,SWC Public Hearing,2018-11-28T00:00:00Z,Review Period Expired,2019-01-03T00:00:00Z,Approved,2019-05-17T00:00:00Z,Issued,2019-05-17T00:00:00Z,Manhattan
1421278-DCA,Active,BLUE SMOKE 102 NORTH END AVE LLC,BLUE SMOKE,255,VESEY ST,NEW YORK,NY,10281,Unenclosed,311,12,28,41629699,40.71498996723318,-74.0154823732662,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,28717-2018-RSWC,Unenclosed,311,12,28,Application Review Completed,2019-06-20T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-21T00:00:00Z,Ready For Review,2018-11-21T00:00:00Z,Approved,2018-11-21T00:00:00Z,NA,NA,Review Period Expired,2019-01-10T00:00:00Z,Waived,2019-01-10T00:00:00Z,NA,NA,Review Period Expired,2019-01-31T00:00:00Z,Approved,2019-06-20T00:00:00Z,Issued,2019-06-20T00:00:00Z,Manhattan
1398066-DCA,Inactive,UNCLE ABIES DELI ON FIRST INC.,2ND AVENUE DELI,1442,1ST AVE,NEW YORK,NY,10021,Enclosed,565,11,40,41588604,40.76953394257804,-73.95450042731137,108,5,http://www.cb8m.com/,19318-2019-RSWC,Enclosed,565,11,40,Pending Review,2020-05-28T00:00:00Z,2020-07-26T00:00:00Z,2020-07-26T00:00:00Z,2019-05-08T00:00:00Z,Ready For Review,2019-05-08T00:00:00Z,Issued Temp Op Letter,2019-05-23T00:00:00Z,Proceed Objections Cured,2020-01-29T00:00:00Z,Review Period Expired,2020-01-29T00:00:00Z,Waived,2020-01-29T00:00:00Z,NA,NA,Review Period Expired,2020-02-19T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1282650-DCA,Active,"MEATH TRAILS, INC.",GRAY MARE,61,2ND AVE,NEW YORK,NY,10003,Unenclosed,149,11,21,40395211,40.72604369947774,-73.9897861442898,103,2,http://www.nyc.gov/manhattancb3,26744-2018-RSWC,Unenclosed,149,11,21,Application Review Completed,2019-04-05T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-07T00:00:00Z,Ready For Review,2018-11-07T00:00:00Z,Approved,2018-11-07T00:00:00Z,NA,NA,Review Period Expired,2018-12-27T00:00:00Z,Waived,2018-12-27T00:00:00Z,NA,NA,Review Period Expired,2019-01-17T00:00:00Z,Approved,2019-04-05T00:00:00Z,Issued,2019-04-05T00:00:00Z,Manhattan
2082167-DCA,Active,SURELY YOU MUST BE KIDDING LLC,NA,119,KENT AVE,BROOKLYN,NY,11249,Unenclosed,322,13,26,50084420,40.720114599908136,-73.96171677942836,301,33,http://www.nyc.gov/brooklyncb1,18164-2018-ASWC,Unenclosed,322,13,26,Application Review Completed,2019-04-05T00:00:00Z,2021-04-15T00:00:00Z,NA,2018-12-13T00:00:00Z,Ready For Review,2018-12-13T00:00:00Z,Approved,2018-12-13T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,Review Period Expired,2019-03-06T00:00:00Z,Approved,2019-04-05T00:00:00Z,Issued,2019-04-05T00:00:00Z,Brooklyn
2083343-DCA,Active,UWS 994 CORP,NA,994,COLUMBUS AVE,NEW YORK,NY,10025,Unenclosed,207,9,22,NA,40.800988484439266,-73.9617677895608,107,7,http://www.nyc.gov/mcb7,26590-2019-RSWC,Unenclosed,207,9,22,Application Review Completed,2020-06-22T00:00:00Z,2022-09-15T00:00:00Z,NA,2019-09-13T00:00:00Z,Ready For Review,2019-09-13T00:00:00Z,Approved,2019-09-16T00:00:00Z,NA,NA,Recommend Approval,2019-11-08T00:00:00Z,Waived,2019-11-12T00:00:00Z,NA,NA,Review Period Expired,2019-12-03T00:00:00Z,Approved,2020-06-22T00:00:00Z,Issued,2020-06-22T00:00:00Z,Manhattan
2057394-DCA,Inactive,THE PICKLE PEOPLE LLC,MAISON PICKLE,2309,BROADWAY,NEW YORK,NY,10024,Unenclosed,139,3,15,50056586,40.78703577320109,-73.97798994010218,107,6,http://www.nyc.gov/mcb7,33373-2019-RSWC,Unenclosed,139,3,15,Pending Review,2020-03-02T00:00:00Z,2020-05-02T00:00:00Z,2020-05-02T00:00:00Z,2019-11-22T00:00:00Z,Ready For Review,2019-11-22T00:00:00Z,Issued Temp Op Letter,2019-11-26T00:00:00Z,Pending Review,2019-11-26T00:00:00Z,Recommend Approval,2020-01-10T00:00:00Z,Waived,2020-01-24T00:00:00Z,NA,NA,Review Period Expired,2020-02-14T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
2053891-DCA,Active,TUMMA KHAKUEN INC,THEP THAI RESTAURANT,1439,2ND AVE,NEW YORK,NY,10021,Unenclosed,374,19,38,50062556,40.77077832407999,-73.957145916313,108,4,http://www.cb8m.com/,16137-2019-RSWC,Unenclosed,374,19,38,Application Review Completed,2019-07-01T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-29T00:00:00Z,Ready For Review,2019-03-29T00:00:00Z,Approved,2019-04-01T00:00:00Z,NA,NA,Review Period Expired,2019-05-21T00:00:00Z,Waived,2019-05-21T00:00:00Z,NA,NA,Review Period Expired,2019-06-11T00:00:00Z,Approved,2019-07-01T00:00:00Z,Issued,2019-07-01T00:00:00Z,Manhattan
1311123-DCA,Active,MAZ MEZCAL INC.,NA,316,E 86TH ST,NEW YORK,NY,10028,Small Unenclosed,208,6,24,40581692,40.777272706955216,-73.95108669770936,108,5,http://www.cb8m.com/,26132-2019-RSWC,Small Unenclosed,208,6,24,Application Review Completed,2020-01-30T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-08-30T00:00:00Z,Ready For Review,2019-08-30T00:00:00Z,Approved,2019-09-03T00:00:00Z,NA,NA,Recommend Approval,2019-09-05T00:00:00Z,Waived,2019-10-25T00:00:00Z,NA,NA,Review Period Expired,2019-11-15T00:00:00Z,Approved,2020-01-30T00:00:00Z,Issued,2020-01-30T00:00:00Z,Manhattan
1096363-DCA,Inactive,"THIRD AVE. REST., INC.",JAKE'S DILEMMA,430,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,197,8,19,40401453,40.7843788133305,-73.97768749251934,107,6,http://www.nyc.gov/mcb7,12576-2018-RSWC,Unenclosed,197,8,19,Application Review Completed,2019-04-08T00:00:00Z,2020-09-15T00:00:00Z,2019-04-30T00:00:00Z,2018-09-10T00:00:00Z,Ready For Review,2018-09-10T00:00:00Z,Approved,2018-09-11T00:00:00Z,NA,NA,Review Period Expired,2018-11-01T00:00:00Z,Waived,2018-11-01T00:00:00Z,NA,NA,Review Period Expired,2018-11-22T00:00:00Z,Approved,2019-04-08T00:00:00Z,Issued,2019-04-08T00:00:00Z,Manhattan
1133916-DCA,Inactive,TEN ELEVEN HOLDINGS L.L.C.,PENCIL FACTORY,142,FRANKLIN ST,BROOKLYN,NY,11222,Unenclosed,222,18,36,40887622,40.72976366853659,-73.95744650534506,301,33,http://www.nyc.gov/brooklyncb1,25692-2017-RSWC,Unenclosed,222,18,36,Application Review Completed,2019-01-10T00:00:00Z,2020-09-15T00:00:00Z,2019-01-10T00:00:00Z,2017-08-17T00:00:00Z,Ready For Review,2017-08-17T00:00:00Z,Approved,2017-12-26T00:00:00Z,NA,NA,Review Period Expired,2017-10-07T00:00:00Z,Waived,2017-11-16T00:00:00Z,NA,NA,Approved,2019-01-10T00:00:00Z,Approved,2019-01-10T00:00:00Z,Issued,2019-01-10T00:00:00Z,Brooklyn
1131159-DCA,Inactive,FOUR GREEN FIELDS LLC.,AGAVE,140,7TH AVE S,NEW YORK,NY,10014,Enclosed,240,12,24,40868762,40.734819112005326,-74.00229851039673,102,3,http://www.nyc.gov/manhattancb2,149-2013-RSWC,Enclosed,240,12,24,Pending Review,2019-03-15T00:00:00Z,2019-04-15T00:00:00Z,2019-04-15T00:00:00Z,2015-05-14T00:00:00Z,NA,NA,Issued Temp Op Letter,2014-03-06T00:00:00Z,Pending Review,2014-03-06T00:00:00Z,Pending Review,2014-03-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manhattan
2070816-DCA,Inactive,RDVNYC LLC,RDV,2072,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,243,12,24,50056716,40.80188431242334,-73.95695251582121,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,5100-2018-ASWC,Unenclosed,243,12,24,Application Review Completed,2018-08-14T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-03-15T00:00:00Z,Ready For Review,2018-03-16T00:00:00Z,Approved,2018-03-16T00:00:00Z,NA,NA,Review Period Expired,2018-05-06T00:00:00Z,Recommendation Issued,2018-05-10T00:00:00Z,SWC Public Hearing,2018-05-02T00:00:00Z,Review Period Expired,2018-05-31T00:00:00Z,Approved,2018-08-14T00:00:00Z,Issued,2018-08-14T00:00:00Z,Manhattan
2027041-DCA,Active,Masa 8 LLC,NATSUMI,323,3RD AVE,NEW YORK,NY,10010,Unenclosed,427,13,38,50035388,40.73949484989169,-73.98240812463608,106,2,http://cbsix.org,19829-2019-RSWC,Unenclosed,427,13,38,Application Review Completed,2019-05-28T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-15T00:00:00Z,Ready For Review,2019-05-15T00:00:00Z,Approved,NA,Proceed,2019-05-28T00:00:00Z,Review Period Expired,2019-05-28T00:00:00Z,Waived,2019-05-28T00:00:00Z,NA,NA,Review Period Expired,2019-05-28T00:00:00Z,Approved,2019-05-28T00:00:00Z,Issued,2019-05-28T00:00:00Z,Manhattan
2026147-DCA,Active,MAHAPOCHANAHPHAN INC,ENTHAICETHAIKITCHEN,3320,31ST AVE,ASTORIA,NY,11106,Unenclosed,518,18,36,50001266,40.76307153483786,-73.92150703775125,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,20427-2019-RSWC,Unenclosed,518,18,36,Application Review Completed,2019-06-24T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-21T00:00:00Z,Ready For Review,2019-05-21T00:00:00Z,Approved,NA,Proceed,2019-06-24T00:00:00Z,Review Period Expired,2019-06-24T00:00:00Z,Waived,2019-06-24T00:00:00Z,NA,NA,Approved,2019-06-24T00:00:00Z,Approved,2019-06-24T00:00:00Z,Issued,2019-06-24T00:00:00Z,Queens
2038088-DCA,Active,1325 CCPJ CORP,MAXWELL'S,1325,5TH AVE,NEW YORK,NY,10029,Unenclosed,252,12,26,50045829,40.79770616396137,-73.94860847303094,111,9,http://www.cb11m.org/,7576-2019-RSWC,Unenclosed,252,12,26,Application Review Completed,2019-10-01T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-02-11T00:00:00Z,Ready For Review,2019-02-11T00:00:00Z,Approved,2019-02-12T00:00:00Z,NA,NA,Recommend Approval,2019-03-22T00:00:00Z,Waived,2019-03-27T00:00:00Z,NA,NA,Review Period Expired,2019-04-17T00:00:00Z,Approved,2019-10-01T00:00:00Z,Issued,2019-10-01T00:00:00Z,Manhattan
1463606-DCA,Active,EFTIHIA REST INC.,TOM'S RESTAURANT,2880,BROADWAY,NEW YORK,NY,10025,Unenclosed,465,22,44,40389356,40.80548002891448,-73.96548574212666,109,7,http://www.cb9m.org,32944-2019-RSWC,Unenclosed,465,22,44,Application Review Completed,2020-03-11T00:00:00Z,2022-09-15T00:00:00Z,NA,2019-11-19T00:00:00Z,Ready For Review,2019-11-19T00:00:00Z,Approved,2019-11-20T00:00:00Z,NA,NA,Review Period Expired,2020-01-06T00:00:00Z,Waived,2020-01-06T00:00:00Z,NA,NA,Review Period Expired,2020-01-27T00:00:00Z,Approved,2020-03-11T00:00:00Z,Issued,2020-03-11T00:00:00Z,Manhattan
1457685-DCA,Active,SARABETH'S PAS LLC,SARABETH'S,381,PARK AVE S,NEW YORK,NY,10016,Unenclosed,547,23,46,41707090,40.74235517108238,-73.98442465772064,105,2,http://www.cb5.org,15080-2019-RSWC,Unenclosed,547,23,46,Application Withdrawn,2020-03-02T00:00:00Z,2020-03-27T00:00:00Z,2020-03-27T00:00:00Z,2019-03-21T00:00:00Z,Ready For Review,2019-03-21T00:00:00Z,Withdrawal - Refund Request,2019-03-25T00:00:00Z,NA,NA,Review Period Expired,2019-05-16T00:00:00Z,Waived,2019-05-16T00:00:00Z,NA,NA,Review Period Expired,2019-06-06T00:00:00Z,Approved,2019-08-06T00:00:00Z,Issued,2019-08-06T00:00:00Z,Manhattan
2024390-DCA,Inactive,LEVANTINO LLC,VINO LEVANTINO,210,W 94TH ST,NEW YORK,NY,10025,Unenclosed,133,6,14,50002703,40.79300703626893,-73.97211207085738,107,6,http://www.nyc.gov/mcb7,3481-2020-RSWC,Unenclosed,133,6,14,Pending Review,2020-02-19T00:00:00Z,2020-03-19T00:00:00Z,2020-03-19T00:00:00Z,2020-02-19T00:00:00Z,Ready For Review,2020-02-19T00:00:00Z,Issued Temp Op Letter,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1459346-DCA,Inactive,"NARICHE, LLC",VINATERIA,2211,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,467,20,44,41718421,40.806796203852855,-73.95393311947485,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,26578-2019-RSWC,Unenclosed,467,20,44,Pending Review,2020-06-11T00:00:00Z,2020-09-11T00:00:00Z,2020-09-11T00:00:00Z,2019-09-13T00:00:00Z,Ready For Review,2019-09-13T00:00:00Z,Issued Temp Op Letter,2019-09-18T00:00:00Z,Pending Review,2019-09-13T00:00:00Z,Review Period Expired,2020-04-17T00:00:00Z,Waived,2020-04-17T00:00:00Z,NA,NA,Review Period Expired,2020-05-08T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1309076-DCA,Active,"18 BEDFORD AVE., LLC",NA,18,BEDFORD AVE,BROOKLYN,NY,11222,Unenclosed,319,15,30,41360079,40.723769633064215,-73.95178618275894,301,33,http://www.nyc.gov/brooklyncb1,26594-2019-RSWC,Unenclosed,319,15,30,Application Review Completed,2020-01-16T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-09-13T00:00:00Z,Ready For Review,2019-09-13T00:00:00Z,Approved,2019-09-16T00:00:00Z,NA,NA,Review Period Expired,2019-11-07T00:00:00Z,Waived,2019-11-07T00:00:00Z,NA,NA,Review Period Expired,2019-11-28T00:00:00Z,Approved,2020-01-16T00:00:00Z,Issued,2020-01-16T00:00:00Z,Brooklyn
1450769-DCA,Inactive,"268 WEST BROADWAY, LLC",AOA BAR AND GRILL,35,AVENUE OF THE AMERICAS,NEW YORK,NY,10013,Unenclosed,320,8,16,41550237,40.7208289854169,-74.00541136869603,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,27356-2018-RSWC,Unenclosed,320,8,16,Application Review Completed,2019-11-14T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-11-13T00:00:00Z,Ready For Review,2018-11-13T00:00:00Z,Approved,2018-11-16T00:00:00Z,NA,NA,Review Period Expired,2019-01-10T00:00:00Z,Waived,2019-01-10T00:00:00Z,NA,NA,Review Period Expired,2019-01-31T00:00:00Z,Approved,2019-11-14T00:00:00Z,Issued,2019-11-14T00:00:00Z,Manhattan
1414267-DCA,Active,"PQ 53RD STREET, INC.",LE PAIN QUOTIDIEN,7,E 53RD ST,NEW YORK,NY,10022,Small Unenclosed,48,2,4,41408351,40.76030144816063,-73.97516153671056,105,4,http://www.cb5.org,16875-2019-RSWC,Small Unenclosed,48,2,4,Application Review Completed,2019-08-26T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-04T00:00:00Z,Ready For Review,2019-04-04T00:00:00Z,Approved,2019-04-08T00:00:00Z,NA,NA,Recommend Approval,2019-04-19T00:00:00Z,Waived,2019-04-25T00:00:00Z,NA,NA,Review Period Expired,2019-05-16T00:00:00Z,Approved,2019-08-26T00:00:00Z,Issued,2019-08-26T00:00:00Z,Manhattan
1067914-DCA,Active,"BENNY'S BURRITOS, INC.",BENNY'S BURRITOS,111,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,345,8,24,40388619,40.738008516423214,-74.00222284172622,102,3,http://www.nyc.gov/manhattancb2,31041-2018-RSWC,Unenclosed,345,8,24,Application Review Completed,2019-06-11T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-07T00:00:00Z,Ready For Review,2018-12-07T00:00:00Z,Approved,2018-12-13T00:00:00Z,NA,NA,Recommend Approval,2019-01-29T00:00:00Z,Waived,2019-01-31T00:00:00Z,NA,NA,Review Period Expired,2019-02-21T00:00:00Z,Approved,2019-06-06T00:00:00Z,Issued,2019-06-11T00:00:00Z,Manhattan
1278350-DCA,Active,KATOUNA INC.,PERFECTO PIZZERIA,2479,BROADWAY,NEW YORK,NY,10025,Unenclosed,400,12,48,40601159,40.79246396396885,-73.97374829022199,107,6,http://www.nyc.gov/mcb7,7295-2019-RSWC,Unenclosed,400,12,48,Application Review Completed,2019-07-12T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-02-11T00:00:00Z,Ready For Review,2019-02-11T00:00:00Z,Approved,2019-02-11T00:00:00Z,NA,NA,Review Period Expired,2019-04-02T00:00:00Z,Waived,2019-04-02T00:00:00Z,NA,NA,Review Period Expired,2019-04-23T00:00:00Z,Approved,2019-07-12T00:00:00Z,Issued,2019-07-12T00:00:00Z,Manhattan
2038892-DCA,Inactive,"MNY HOLDINGS ASSOCIATES, LLC",BAKER STREET,1152,1ST AVE,NEW YORK,NY,10065,Enclosed,333,11,28,40803550,40.76209770178418,-73.95990939998394,108,5,http://www.cb8m.com/,20216-2019-RSWC,Enclosed,333,11,28,Pending Review,2019-12-20T00:00:00Z,2020-05-20T00:00:00Z,2020-05-20T00:00:00Z,2019-05-20T00:00:00Z,Ready For Review,2019-05-20T00:00:00Z,Issued Temp Op Letter,2019-05-23T00:00:00Z,Pending Review,2019-05-23T00:00:00Z,Pending Review,2019-05-23T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,NA
